sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Flag_Outlier_Cuota,Temporada,Mes,Anio,source_id,load_timestamp
1164,2023-08-26,Sevilla,Girona,1,2,A,2.05,3.4,3.6,2.1,3.52,3.73,0.4878,0.2941,0.2778,1.0597,0,2023/2024,8,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1165,2023-08-27,Ath Bilbao,Betis,4,2,H,1.85,3.5,4.2,1.96,3.7,4.0,0.5405,0.2857,0.2381,1.0644,0,2023/2024,8,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1166,2023-08-27,Valencia,Osasuna,1,2,A,1.91,3.4,4.0,1.89,3.56,4.53,0.5236,0.2941,0.25,1.0677,0,2023/2024,8,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1167,2023-08-27,Villarreal,Barcelona,3,4,A,3.6,3.5,2.0,3.62,3.76,2.06,0.2778,0.2857,0.5,1.0635,0,2023/2024,8,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1168,2023-08-28,Getafe,Alaves,1,0,H,2.2,2.88,3.8,2.36,2.89,3.88,0.4545,0.3472,0.2632,1.0649,0,2023/2024,8,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1169,2023-08-28,Vallecano,Ath Madrid,0,7,A,4.2,3.3,1.95,4.16,3.48,2.0,0.2381,0.303,0.5128,1.0539,0,2023/2024,8,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1170,2023-09-01,Almeria,Celta,2,3,A,2.8,3.4,2.5,3.04,3.33,2.55,0.3571,0.2941,0.4,1.0513,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1171,2023-09-01,Cadiz,Villarreal,3,1,H,3.4,3.4,2.15,3.43,3.59,2.21,0.2941,0.2941,0.4651,1.0534,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1172,2023-09-02,Alaves,Valencia,1,0,H,2.9,2.88,2.75,2.96,2.99,2.82,0.3448,0.3472,0.3636,1.0557,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1173,2023-09-02,Betis,Vallecano,1,0,H,1.95,3.4,4.0,1.98,3.55,4.14,0.5128,0.2941,0.25,1.0569,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1174,2023-09-02,Real Madrid,Getafe,2,1,H,1.33,5.25,9.5,1.34,5.13,10.76,0.7519,0.1905,0.1053,1.0476,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1175,2023-09-02,Sociedad,Granada,5,3,H,1.44,4.5,7.0,1.47,4.63,7.49,0.6944,0.2222,0.1429,1.0595,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1176,2023-09-03,Girona,Las Palmas,1,0,H,1.67,3.8,5.25,1.69,3.83,5.59,0.5988,0.2632,0.1905,1.0524,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1177,2023-09-03,Mallorca,Ath Bilbao,0,0,D,3.3,3.0,2.38,3.3,3.11,2.49,0.303,0.3333,0.4202,1.0565,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1178,2023-09-03,Osasuna,Barcelona,1,2,A,5.25,4.0,1.65,5.37,4.17,1.65,0.1905,0.25,0.6061,1.0465,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1179,2023-09-15,Vallecano,Alaves,2,0,H,2.0,3.25,4.0,2.03,3.23,4.52,0.5,0.3077,0.25,1.0577,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1180,2023-09-16,Ath Bilbao,Cadiz,3,0,H,1.53,4.0,7.0,1.56,4.17,6.66,0.6536,0.25,0.1429,1.0465,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1181,2023-09-16,Barcelona,Betis,5,0,H,1.36,5.25,7.5,1.38,5.4,8.04,0.7353,0.1905,0.1333,1.0591,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1182,2023-09-16,Celta,Mallorca,0,1,A,2.0,3.1,4.33,2.08,3.13,4.4,0.5,0.3226,0.2309,1.0535,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1183,2023-09-16,Valencia,Ath Madrid,3,0,H,3.8,3.3,2.05,3.93,3.41,2.08,0.2632,0.303,0.4878,1.054,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1184,2023-09-17,Getafe,Osasuna,3,2,H,2.63,3.0,3.0,2.65,2.93,3.24,0.3802,0.3333,0.3333,1.0469,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1185,2023-09-17,Real Madrid,Sociedad,2,1,H,1.65,4.0,5.0,1.69,3.97,5.31,0.6061,0.25,0.2,1.0561,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1186,2023-09-17,Sevilla,Las Palmas,1,0,H,1.62,4.0,5.5,1.64,3.93,5.99,0.6173,0.25,0.1818,1.0491,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1187,2023-09-17,Villarreal,Almeria,2,1,H,1.44,4.5,7.0,1.48,4.98,6.38,0.6944,0.2222,0.1429,1.0595,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1188,2023-09-18,Granada,Girona,2,4,A,2.63,3.5,2.6,2.78,3.44,2.65,0.3802,0.2857,0.3846,1.0506,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1189,2023-09-22,Alaves,Ath Bilbao,0,2,A,4.2,3.0,2.05,4.27,3.16,2.12,0.2381,0.3333,0.4878,1.0592,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1190,2023-09-23,Almeria,Valencia,2,2,D,3.0,3.6,2.3,3.11,3.53,2.36,0.3333,0.2778,0.4348,1.0459,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1191,2023-09-23,Barcelona,Celta,3,2,H,1.29,6.0,9.0,1.29,6.04,10.38,0.7752,0.1667,0.1111,1.053,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1192,2023-09-23,Girona,Mallorca,5,3,H,1.85,3.5,4.2,1.94,3.39,4.54,0.5405,0.2857,0.2381,1.0644,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1193,2023-09-23,Osasuna,Sevilla,0,0,D,2.6,3.1,2.88,2.62,3.22,2.99,0.3846,0.3226,0.3472,1.0544,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1194,2023-09-24,Ath Madrid,Real Madrid,3,1,H,2.7,3.4,2.55,2.88,3.37,2.61,0.3704,0.2941,0.3922,1.0566,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1195,2023-09-24,Betis,Cadiz,1,1,D,1.8,3.5,4.5,1.86,3.62,4.64,0.5556,0.2857,0.2222,1.0635,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1196,2023-09-24,Las Palmas,Granada,1,0,H,1.95,3.5,3.6,2.05,3.56,3.87,0.5128,0.2857,0.2778,1.0763,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1197,2023-09-24,Sociedad,Getafe,4,3,H,1.53,3.8,7.0,1.56,3.82,7.76,0.6536,0.2632,0.1429,1.0596,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1198,2023-09-24,Vallecano,Villarreal,1,1,D,2.5,3.5,2.63,2.56,3.54,2.83,0.4,0.2857,0.3802,1.0659,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1199,2023-09-26,Mallorca,Barcelona,2,2,D,7.5,4.2,1.5,6.98,4.53,1.51,0.1333,0.2381,0.6667,1.0381,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1200,2023-09-26,Sevilla,Almeria,5,1,H,1.67,3.8,5.0,1.7,4.1,5.09,0.5988,0.2632,0.2,1.062,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1201,2023-09-27,Ath Bilbao,Getafe,2,2,D,1.62,3.6,6.5,1.64,3.76,6.51,0.6173,0.2778,0.1538,1.0489,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1202,2023-09-27,Cadiz,Vallecano,0,0,D,2.5,3.2,2.88,2.64,3.17,3.0,0.4,0.3125,0.3472,1.0597,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1203,2023-09-27,Real Madrid,Las Palmas,2,0,H,1.2,7.0,11.0,1.21,7.24,13.67,0.8333,0.1429,0.0909,1.0671,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1204,2023-09-27,Valencia,Sociedad,0,1,A,2.63,3.1,2.8,2.68,3.18,2.94,0.3802,0.3226,0.3571,1.06,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1205,2023-09-27,Villarreal,Girona,1,2,A,2.25,3.5,3.1,2.22,3.72,3.23,0.4444,0.2857,0.3226,1.0527,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1206,2023-09-28,Celta,Alaves,1,1,D,1.7,3.6,5.25,1.71,3.59,5.97,0.5882,0.2778,0.1905,1.0565,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1207,2023-09-28,Granada,Betis,1,1,D,3.0,3.3,2.38,3.11,3.53,2.36,0.3333,0.303,0.4202,1.0565,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1208,2023-09-28,Osasuna,Ath Madrid,0,2,A,3.4,3.4,2.15,3.68,3.47,2.14,0.2941,0.2941,0.4651,1.0534,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1209,2023-09-29,Barcelona,Sevilla,1,0,H,1.36,5.25,8.0,1.39,5.36,7.97,0.7353,0.1905,0.125,1.0508,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1210,2023-09-30,Getafe,Villarreal,0,0,D,2.9,3.1,2.6,3.0,3.25,2.59,0.3448,0.3226,0.3846,1.052,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1211,2023-09-30,Girona,Real Madrid,0,3,A,3.5,4.0,1.95,3.56,4.02,2.0,0.2857,0.25,0.5128,1.0485,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1212,2023-09-30,Sociedad,Ath Bilbao,3,0,H,2.2,3.2,3.5,2.26,3.3,3.53,0.4545,0.3125,0.2857,1.0528,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1213,2023-09-30,Vallecano,Mallorca,2,2,D,2.1,3.1,4.0,2.16,3.16,4.04,0.4762,0.3226,0.25,1.0488,0,2023/2024,9,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1214,2023-10-01,Alaves,Osasuna,0,2,A,2.75,3.0,2.8,2.76,2.99,2.89,0.3636,0.3333,0.3571,1.0541,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1215,2023-10-01,Almeria,Granada,3,3,D,1.95,3.6,3.75,1.92,3.68,3.96,0.5128,0.2778,0.2667,1.0573,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1216,2023-10-01,Ath Madrid,Cadiz,3,2,H,1.33,5.0,10.0,1.35,4.99,8.91,0.7519,0.2,0.1,1.0519,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1217,2023-10-01,Betis,Valencia,3,0,H,2.3,3.25,3.3,2.31,3.29,3.26,0.4348,0.3077,0.303,1.0455,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1218,2023-10-02,Las Palmas,Celta,2,1,H,2.5,3.2,3.0,2.52,3.15,2.99,0.4,0.3125,0.3333,1.0458,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1219,2023-10-06,Ath Bilbao,Almeria,3,0,H,1.36,5.0,8.0,1.38,5.41,8.23,0.7353,0.2,0.125,1.0603,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1220,2023-10-07,Cadiz,Girona,0,1,A,3.25,3.4,2.25,3.28,3.4,2.33,0.3077,0.2941,0.4444,1.0463,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1221,2023-10-07,Mallorca,Valencia,1,1,D,2.5,3.0,3.2,2.54,3.05,3.26,0.4,0.3333,0.3125,1.0458,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1222,2023-10-07,Real Madrid,Osasuna,4,0,H,1.29,6.0,9.5,1.3,5.95,10.38,0.7752,0.1667,0.1053,1.0471,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1223,2023-10-07,Sevilla,Vallecano,2,2,D,1.85,3.6,4.2,1.91,3.61,4.39,0.5405,0.2778,0.2381,1.0564,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1224,2023-10-08,Alaves,Betis,1,1,D,2.8,3.25,2.6,2.93,3.2,2.68,0.3571,0.3077,0.3846,1.0495,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1225,2023-10-08,Ath Madrid,Sociedad,2,1,H,1.83,3.4,4.5,1.93,3.39,4.59,0.5464,0.2941,0.2222,1.0628,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1226,2023-10-08,Celta,Getafe,2,2,D,2.05,3.1,4.2,2.07,3.23,4.23,0.4878,0.3226,0.2381,1.0485,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1227,2023-10-08,Granada,Barcelona,2,2,D,6.5,5.25,1.4,6.89,5.36,1.43,0.1538,0.1905,0.7143,1.0586,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1228,2023-10-08,Villarreal,Las Palmas,1,2,A,1.6,4.0,5.75,1.63,4.21,5.56,0.625,0.25,0.1739,1.0489,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1229,2023-10-20,Osasuna,Granada,2,0,H,1.73,3.8,4.75,1.72,3.99,5.13,0.578,0.2632,0.2105,1.0517,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1230,2023-10-21,Celta,Ath Madrid,0,3,A,3.5,3.5,2.1,3.65,3.53,2.12,0.2857,0.2857,0.4762,1.0476,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1231,2023-10-21,Getafe,Betis,1,1,D,2.5,3.0,3.1,2.51,3.11,3.25,0.4,0.3333,0.3226,1.0559,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1232,2023-10-21,Sevilla,Real Madrid,1,1,D,4.2,3.6,1.85,4.18,3.91,1.87,0.2381,0.2778,0.5405,1.0564,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1233,2023-10-21,Sociedad,Mallorca,1,0,H,1.55,3.8,7.0,1.57,3.91,7.23,0.6452,0.2632,0.1429,1.0512,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1234,2023-10-22,Barcelona,Ath Bilbao,1,0,H,1.62,4.0,5.5,1.68,4.14,5.16,0.6173,0.25,0.1818,1.0491,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1235,2023-10-22,Girona,Almeria,5,2,H,1.45,4.5,7.0,1.47,4.89,6.71,0.6897,0.2222,0.1429,1.0547,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1236,2023-10-22,Las Palmas,Vallecano,0,1,A,2.63,3.1,2.8,2.71,3.12,2.96,0.3802,0.3226,0.3571,1.06,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1237,2023-10-22,Villarreal,Alaves,1,1,D,1.7,3.75,5.0,1.74,3.98,4.95,0.5882,0.2667,0.2,1.0549,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1238,2023-10-23,Valencia,Cadiz,2,0,H,1.75,3.6,5.0,1.78,3.6,5.29,0.5714,0.2778,0.2,1.0492,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1239,2023-10-27,Girona,Celta,1,0,H,1.7,4.2,4.5,1.69,4.27,4.84,0.5882,0.2381,0.2222,1.0486,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1240,2023-10-28,Almeria,Las Palmas,1,2,A,2.25,3.5,3.1,2.37,3.46,3.15,0.4444,0.2857,0.3226,1.0527,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1241,2023-10-28,Barcelona,Real Madrid,1,2,A,2.55,3.6,2.6,2.55,3.66,2.76,0.3922,0.2778,0.3846,1.0546,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1242,2023-10-28,Cadiz,Sevilla,2,2,D,3.3,3.25,2.25,3.39,3.37,2.29,0.303,0.3077,0.4444,1.0552,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1243,2023-10-28,Mallorca,Getafe,0,0,D,2.25,3.0,3.5,2.35,3.03,3.67,0.4444,0.3333,0.2857,1.0635,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1244,2023-10-29,Ath Bilbao,Valencia,2,2,D,1.62,3.8,5.75,1.64,3.96,5.95,0.6173,0.2632,0.1739,1.0544,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1245,2023-10-29,Ath Madrid,Alaves,2,1,H,1.4,4.75,8.5,1.4,4.96,8.74,0.7143,0.2105,0.1176,1.0425,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1246,2023-10-29,Betis,Osasuna,2,1,H,2.05,3.5,3.6,2.1,3.4,3.89,0.4878,0.2857,0.2778,1.0513,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1247,2023-10-29,Vallecano,Sociedad,2,2,D,3.1,3.2,2.38,3.34,3.11,2.46,0.3226,0.3125,0.4202,1.0552,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1248,2023-10-30,Granada,Villarreal,2,3,A,3.1,3.5,2.25,3.16,3.62,2.29,0.3226,0.2857,0.4444,1.0527,0,2023/2024,10,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1249,2023-11-03,Las Palmas,Ath Madrid,2,1,H,5.75,3.6,1.65,5.74,3.85,1.68,0.1739,0.2778,0.6061,1.0578,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1250,2023-11-04,Betis,Mallorca,2,0,H,1.91,3.3,4.5,1.93,3.37,4.52,0.5236,0.303,0.2222,1.0488,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1251,2023-11-04,Celta,Sevilla,1,1,D,2.6,3.4,2.7,2.58,3.49,2.79,0.3846,0.2941,0.3704,1.0491,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1252,2023-11-04,Osasuna,Girona,2,4,A,2.9,3.4,2.4,2.88,3.47,2.51,0.3448,0.2941,0.4167,1.0556,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1253,2023-11-04,Sociedad,Barcelona,0,1,A,3.1,3.5,2.25,3.37,3.55,2.2,0.3226,0.2857,0.4444,1.0527,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1254,2023-11-05,Alaves,Almeria,1,0,H,1.75,3.75,4.75,1.78,3.8,4.75,0.5714,0.2667,0.2105,1.0486,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1255,2023-11-05,Real Madrid,Vallecano,0,0,D,1.29,5.5,12.0,1.27,6.24,10.53,0.7752,0.1818,0.0833,1.0403,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1256,2023-11-05,Valencia,Granada,1,0,H,1.65,4.0,5.0,1.66,4.13,5.24,0.6061,0.25,0.2,1.0561,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1257,2023-11-05,Villarreal,Ath Bilbao,2,3,A,2.8,3.6,2.4,3.06,3.58,2.34,0.3571,0.2778,0.4167,1.0516,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1258,2023-11-06,Getafe,Cadiz,1,0,H,1.91,3.1,4.75,1.93,3.19,4.88,0.5236,0.3226,0.2105,1.0567,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1259,2023-11-10,Ath Bilbao,Celta,4,3,H,1.67,3.8,5.0,1.69,4.17,5.04,0.5988,0.2632,0.2,1.062,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1260,2023-11-11,Almeria,Sociedad,1,3,A,4.75,3.8,1.73,4.83,4.01,1.72,0.2105,0.2632,0.578,1.0517,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1261,2023-11-11,Granada,Getafe,1,1,D,2.5,3.1,3.0,2.58,3.16,3.04,0.4,0.3226,0.3333,1.0559,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1262,2023-11-11,Osasuna,Las Palmas,1,1,D,1.95,3.4,4.0,2.0,3.25,4.42,0.5128,0.2941,0.25,1.0569,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1263,2023-11-11,Real Madrid,Valencia,5,1,H,1.33,5.5,8.5,1.32,5.6,9.7,0.7519,0.1818,0.1176,1.0513,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1264,2023-11-11,Vallecano,Girona,1,2,A,2.88,3.5,2.4,2.92,3.48,2.48,0.3472,0.2857,0.4167,1.0496,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1265,2023-11-12,Ath Madrid,Villarreal,3,1,H,1.36,5.5,7.5,1.38,5.43,7.71,0.7353,0.1818,0.1333,1.0504,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1266,2023-11-12,Barcelona,Alaves,2,1,H,1.25,6.0,11.0,1.24,6.51,11.82,0.8,0.1667,0.0909,1.0576,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1267,2023-11-12,Sevilla,Betis,1,1,D,2.05,3.5,3.6,2.17,3.52,3.46,0.4878,0.2857,0.2778,1.0513,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1268,2023-11-24,Alaves,Granada,3,1,H,1.7,3.6,5.0,1.76,3.74,5.15,0.5882,0.2778,0.2,1.066,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1269,2023-11-25,Ath Madrid,Mallorca,1,0,H,1.33,5.0,9.5,1.37,4.89,9.37,0.7519,0.2,0.1053,1.0571,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1270,2023-11-25,Getafe,Almeria,2,1,H,1.65,3.75,5.5,1.68,3.86,5.46,0.6061,0.2667,0.1818,1.0545,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1271,2023-11-25,Valencia,Celta,0,0,D,2.2,3.25,3.5,2.19,3.43,3.51,0.4545,0.3077,0.2857,1.048,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1272,2023-11-25,Vallecano,Barcelona,1,1,D,5.25,4.0,1.65,5.39,4.09,1.65,0.1905,0.25,0.6061,1.0465,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1273,2023-11-26,Betis,Las Palmas,1,0,H,1.7,3.75,5.25,1.65,3.91,5.66,0.5882,0.2667,0.1905,1.0454,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1274,2023-11-26,Cadiz,Real Madrid,0,3,A,6.0,4.5,1.5,6.67,4.68,1.48,0.1667,0.2222,0.6667,1.0556,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1275,2023-11-26,Sociedad,Sevilla,2,1,H,1.75,3.6,4.75,1.76,3.76,4.92,0.5714,0.2778,0.2105,1.0597,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1276,2023-11-26,Villarreal,Osasuna,3,1,H,2.15,3.5,3.3,2.17,3.49,3.5,0.4651,0.2857,0.303,1.0539,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1277,2023-11-27,Girona,Ath Bilbao,1,1,D,2.25,3.5,3.1,2.32,3.69,3.01,0.4444,0.2857,0.3226,1.0527,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1278,2023-11-29,Mallorca,Cadiz,1,1,D,1.95,3.2,4.33,1.99,3.21,4.56,0.5128,0.3125,0.2309,1.0563,0,2023/2024,11,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1279,2023-12-01,Las Palmas,Getafe,2,0,H,2.38,2.9,3.4,2.49,2.95,3.48,0.4202,0.3448,0.2941,1.0591,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1280,2023-12-02,Ath Bilbao,Vallecano,4,0,H,1.57,4.2,5.75,1.57,4.32,5.92,0.6369,0.2381,0.1739,1.049,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1281,2023-12-02,Girona,Valencia,2,1,H,1.7,4.0,4.75,1.71,3.97,5.0,0.5882,0.25,0.2105,1.0488,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1282,2023-12-02,Osasuna,Sociedad,1,1,D,3.4,3.25,2.2,3.75,3.24,2.18,0.2941,0.3077,0.4545,1.0564,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1283,2023-12-02,Real Madrid,Granada,2,0,H,1.17,8.0,15.0,1.16,8.84,14.66,0.8547,0.125,0.0667,1.0464,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1284,2023-12-03,Almeria,Betis,0,0,D,3.2,3.6,2.2,3.36,3.66,2.16,0.3125,0.2778,0.4545,1.0448,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1285,2023-12-03,Barcelona,Ath Madrid,1,0,H,2.0,3.75,3.5,2.05,3.76,3.57,0.5,0.2667,0.2857,1.0524,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1286,2023-12-03,Mallorca,Alaves,0,0,D,2.45,3.0,3.25,2.47,2.99,3.41,0.4082,0.3333,0.3077,1.0492,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1287,2023-12-03,Sevilla,Villarreal,1,1,D,2.0,3.6,3.6,2.05,3.73,3.58,0.5,0.2778,0.2778,1.0556,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1288,2023-12-04,Celta,Cadiz,1,1,D,1.57,3.8,6.5,1.61,4.13,5.8,0.6369,0.2632,0.1538,1.0539,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1289,2023-12-08,Getafe,Valencia,1,0,H,2.6,2.9,3.1,2.76,2.88,3.14,0.3846,0.3448,0.3226,1.052,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
1290,2023-12-09,Alaves,Las Palmas,0,1,A,2.1,3.0,4.2,2.08,3.16,4.2,0.4762,0.3333,0.2381,1.0476,0,2023/2024,12,2023,football-data.co.uk,2026-05-22 12:09:26.222082
