sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Temporada,Mes,Anio,source_id,load_timestamp
17179869335,2023-01-06,Valencia,Cadiz,0,1,A,1.57,4.0,5.75,1.61,4.15,6.2,0.6369,0.25,0.1739,1.0609,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869336,2023-01-07,Villarreal,Real Madrid,2,1,H,3.25,3.8,2.05,3.42,3.86,2.12,0.3077,0.2632,0.4878,1.0587,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869337,2023-01-07,Mallorca,Valladolid,1,0,H,1.95,3.3,4.2,1.99,3.39,4.45,0.5128,0.303,0.2381,1.0539,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869338,2023-01-07,Espanol,Girona,2,2,D,2.25,3.4,3.2,2.37,3.44,3.23,0.4444,0.2941,0.3125,1.0511,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869339,2023-01-08,Almeria,Sociedad,0,2,A,4.2,3.3,1.95,4.35,3.37,2.01,0.2381,0.303,0.5128,1.0539,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869340,2023-01-08,Vallecano,Betis,1,2,A,2.3,3.3,3.2,2.38,3.33,3.31,0.4348,0.303,0.3125,1.0503,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869341,2023-01-08,Sevilla,Getafe,2,1,H,1.75,3.4,5.25,1.79,3.49,5.58,0.5714,0.2941,0.1905,1.056,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869342,2023-01-08,Ath Madrid,Barcelona,0,1,A,3.1,3.4,2.3,3.21,3.51,2.35,0.3226,0.2941,0.4348,1.0515,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869343,2023-01-09,Ath Bilbao,Osasuna,0,0,D,1.67,3.6,5.75,1.7,3.65,6.1,0.5988,0.2778,0.1739,1.0505,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869344,2023-01-13,Celta,Villarreal,1,1,D,2.88,3.3,2.5,2.86,3.37,2.67,0.3472,0.303,0.4,1.0503,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869345,2023-01-14,Valladolid,Vallecano,0,1,A,2.75,3.25,2.63,2.86,3.3,2.72,0.3636,0.3077,0.3802,1.0516,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869346,2023-01-14,Girona,Sevilla,2,1,H,2.38,3.4,3.0,2.43,3.42,3.14,0.4202,0.2941,0.3333,1.0476,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869347,2023-01-14,Osasuna,Mallorca,1,0,H,2.0,3.1,4.33,2.11,3.1,4.43,0.5,0.3226,0.2309,1.0535,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869348,2023-01-14,Sociedad,Ath Bilbao,3,1,H,2.4,3.2,3.1,2.47,3.25,3.23,0.4167,0.3125,0.3226,1.0517,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869349,2023-01-15,Getafe,Espanol,1,2,A,2.5,3.0,3.1,2.59,3.02,3.29,0.4,0.3333,0.3226,1.0559,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869350,2023-01-15,Almeria,Ath Madrid,1,1,D,5.0,3.75,1.7,5.1,3.94,1.74,0.2,0.2667,0.5882,1.0549,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869351,2023-01-16,Cadiz,Elche,1,1,D,1.91,3.4,4.33,1.97,3.43,4.44,0.5236,0.2941,0.2309,1.0486,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869352,2023-01-20,Mallorca,Celta,1,0,H,2.8,2.75,3.0,2.89,2.79,3.15,0.3571,0.3636,0.3333,1.0541,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869353,2023-01-21,Vallecano,Sociedad,0,2,A,3.1,3.2,2.38,3.21,3.23,2.49,0.3226,0.3125,0.4202,1.0552,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869354,2023-01-21,Espanol,Betis,1,0,H,2.7,3.2,2.7,2.87,3.16,2.8,0.3704,0.3125,0.3704,1.0532,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869355,2023-01-21,Ath Madrid,Valladolid,3,0,H,1.4,4.75,8.5,1.4,4.87,9.39,0.7143,0.2105,0.1176,1.0425,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869356,2023-01-21,Sevilla,Cadiz,1,0,H,1.7,3.75,5.0,1.71,3.78,5.65,0.5882,0.2667,0.2,1.0549,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869357,2023-01-22,Villarreal,Girona,1,0,H,1.73,3.8,4.5,1.76,4.06,4.76,0.578,0.2632,0.2222,1.0634,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869358,2023-01-22,Elche,Osasuna,1,1,D,3.5,3.25,2.15,3.8,3.26,2.21,0.2857,0.3077,0.4651,1.0585,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869359,2023-01-22,Barcelona,Getafe,1,0,H,1.18,8.0,15.0,1.19,7.62,17.95,0.8475,0.125,0.0667,1.0391,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869360,2023-01-22,Ath Bilbao,Real Madrid,0,2,A,2.9,3.4,2.38,3.0,3.5,2.48,0.3448,0.2941,0.4202,1.0591,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869361,2023-01-23,Valencia,Almeria,2,2,D,1.6,4.2,5.25,1.65,4.25,5.51,0.625,0.2381,0.1905,1.0536,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869362,2023-01-27,Almeria,Espanol,3,1,H,2.38,3.1,3.2,2.44,3.22,3.32,0.4202,0.3226,0.3125,1.0552,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869363,2023-01-28,Cadiz,Mallorca,2,0,H,2.88,2.8,2.9,2.98,2.82,3.02,0.3472,0.3571,0.3448,1.0492,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869364,2023-01-28,Girona,Barcelona,0,1,A,5.0,4.33,1.57,5.32,4.39,1.64,0.2,0.2309,0.6369,1.0679,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869365,2023-01-28,Sevilla,Elche,3,0,H,1.53,4.0,7.0,1.53,4.21,7.42,0.6536,0.25,0.1429,1.0465,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869366,2023-01-28,Getafe,Betis,0,1,A,3.2,2.88,2.63,3.3,2.88,2.69,0.3125,0.3472,0.3802,1.04,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869367,2023-01-29,Valladolid,Valencia,1,0,H,3.25,3.1,2.4,3.24,3.28,2.45,0.3077,0.3226,0.4167,1.0469,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869368,2023-01-29,Osasuna,Ath Madrid,0,1,A,3.6,3.1,2.2,3.85,3.24,2.2,0.2778,0.3226,0.4545,1.0549,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869369,2023-01-29,Celta,Ath Bilbao,1,0,H,2.88,3.0,2.7,2.94,3.09,2.8,0.3472,0.3333,0.3704,1.0509,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869370,2023-01-29,Real Madrid,Sociedad,0,0,D,1.67,3.8,5.0,1.73,4.02,5.05,0.5988,0.2632,0.2,1.062,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869371,2023-01-30,Villarreal,Vallecano,0,1,A,1.67,3.8,5.25,1.72,3.85,5.41,0.5988,0.2632,0.1905,1.0524,2022/2023,1,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869372,2023-02-01,Betis,Barcelona,1,2,A,5.0,3.8,1.67,5.24,4.17,1.68,0.2,0.2632,0.5988,1.062,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869373,2023-02-02,Real Madrid,Valencia,2,0,H,1.44,4.75,6.5,1.43,5.17,7.39,0.6944,0.2105,0.1538,1.0588,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869374,2023-02-03,Ath Bilbao,Cadiz,4,1,H,1.36,4.5,9.5,1.39,4.75,10.29,0.7353,0.2222,0.1053,1.0628,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869375,2023-02-04,Espanol,Osasuna,1,1,D,2.55,3.0,3.0,2.69,3.07,3.08,0.3922,0.3333,0.3333,1.0588,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869376,2023-02-04,Elche,Villarreal,3,1,H,5.0,3.8,1.67,5.62,3.85,1.7,0.2,0.2632,0.5988,1.062,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869377,2023-02-04,Ath Madrid,Getafe,1,1,D,1.4,4.33,9.0,1.42,4.31,10.91,0.7143,0.2309,0.1111,1.0563,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869378,2023-02-04,Betis,Celta,3,4,A,2.2,3.2,3.5,2.23,3.18,3.85,0.4545,0.3125,0.2857,1.0528,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869379,2023-02-05,Mallorca,Real Madrid,1,0,H,5.0,3.5,1.73,5.22,3.7,1.78,0.2,0.2857,0.578,1.0637,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869380,2023-02-05,Girona,Valencia,1,0,H,2.2,3.2,3.5,2.28,3.39,3.47,0.4545,0.3125,0.2857,1.0528,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869381,2023-02-05,Sociedad,Valladolid,0,1,A,1.44,4.33,7.5,1.45,4.45,8.9,0.6944,0.2309,0.1333,1.0587,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869382,2023-02-05,Barcelona,Sevilla,3,0,H,1.33,5.25,8.5,1.34,5.51,10.19,0.7519,0.1905,0.1176,1.06,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869383,2023-02-06,Vallecano,Almeria,2,0,H,1.73,3.6,5.0,1.76,3.8,5.19,0.578,0.2778,0.2,1.0558,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869384,2023-02-10,Cadiz,Girona,2,0,H,3.0,3.2,2.45,3.19,3.2,2.53,0.3333,0.3125,0.4082,1.054,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869385,2023-02-11,Almeria,Betis,2,3,A,2.8,3.4,2.5,3.04,3.38,2.52,0.3571,0.2941,0.4,1.0513,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869386,2023-02-11,Sevilla,Mallorca,2,0,H,1.91,3.2,4.5,1.99,3.17,4.88,0.5236,0.3125,0.2222,1.0583,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869387,2023-02-11,Valencia,Ath Bilbao,1,2,A,3.0,3.2,2.45,3.13,3.28,2.51,0.3333,0.3125,0.4082,1.054,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869388,2023-02-12,Getafe,Vallecano,1,1,D,2.8,2.9,2.88,2.96,2.85,3.01,0.3571,0.3448,0.3472,1.0492,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869389,2023-02-12,Celta,Ath Madrid,0,1,A,3.6,3.1,2.2,3.78,3.25,2.22,0.2778,0.3226,0.4545,1.0549,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869390,2023-02-12,Valladolid,Osasuna,0,0,D,2.75,3.1,2.7,2.86,3.09,2.87,0.3636,0.3226,0.3704,1.0566,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869391,2023-02-12,Villarreal,Barcelona,0,1,A,3.75,4.0,1.85,4.32,3.96,1.85,0.2667,0.25,0.5405,1.0572,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869392,2023-02-13,Espanol,Sociedad,2,3,A,3.5,3.0,2.3,3.66,3.12,2.33,0.2857,0.3333,0.4348,1.0538,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869393,2023-02-15,Real Madrid,Elche,4,0,H,1.18,7.5,15.0,1.2,7.35,15.54,0.8475,0.1333,0.0667,1.0475,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869394,2023-02-17,Girona,Almeria,6,2,H,1.8,3.75,4.33,1.86,3.71,4.61,0.5556,0.2667,0.2309,1.0532,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869395,2023-02-18,Sociedad,Celta,1,1,D,1.8,3.3,5.25,1.81,3.5,5.39,0.5556,0.303,0.1905,1.0491,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869396,2023-02-18,Betis,Valladolid,2,1,H,1.6,3.75,6.5,1.66,3.91,5.98,0.625,0.2667,0.1538,1.0455,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869397,2023-02-18,Mallorca,Villarreal,4,2,H,3.2,3.0,2.45,3.53,2.95,2.5,0.3125,0.3333,0.4082,1.054,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869398,2023-02-18,Osasuna,Real Madrid,0,2,A,4.33,3.6,1.8,4.73,3.7,1.85,0.2309,0.2778,0.5556,1.0643,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869399,2023-02-19,Elche,Espanol,0,1,A,2.9,3.1,2.63,2.97,3.19,2.69,0.3448,0.3226,0.3802,1.0476,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869400,2023-02-19,Vallecano,Sevilla,1,1,D,2.5,3.1,3.0,2.55,3.22,3.14,0.4,0.3226,0.3333,1.0559,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869401,2023-02-19,Ath Madrid,Ath Bilbao,1,0,H,2.0,3.3,4.0,2.07,3.31,4.19,0.5,0.303,0.25,1.053,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869402,2023-02-19,Barcelona,Cadiz,2,0,H,1.18,7.0,13.0,1.22,7.16,14.53,0.8475,0.1429,0.0769,1.0672,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869403,2023-02-20,Getafe,Valencia,1,0,H,2.75,3.0,2.8,2.91,2.94,2.96,0.3636,0.3333,0.3571,1.0541,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869404,2023-02-24,Elche,Betis,2,3,A,3.5,3.3,2.1,3.8,3.4,2.15,0.2857,0.303,0.4762,1.0649,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869405,2023-02-25,Espanol,Mallorca,2,1,H,2.5,2.9,3.2,2.63,2.97,3.28,0.4,0.3448,0.3125,1.0573,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869406,2023-02-25,Cadiz,Vallecano,1,0,H,2.9,3.0,2.7,3.09,2.98,2.76,0.3448,0.3333,0.3704,1.0485,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869407,2023-02-25,Real Madrid,Ath Madrid,1,1,D,1.8,3.5,5.0,1.85,3.64,4.77,0.5556,0.2857,0.2,1.0413,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869408,2023-02-25,Valencia,Sociedad,1,0,H,3.1,3.1,2.5,3.25,3.26,2.45,0.3226,0.3226,0.4,1.0452,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869409,2023-02-26,Ath Bilbao,Girona,2,3,A,1.67,3.8,5.25,1.71,3.81,5.63,0.5988,0.2632,0.1905,1.0524,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869410,2023-02-26,Celta,Valladolid,3,0,H,1.7,3.75,5.25,1.69,3.83,5.85,0.5882,0.2667,0.1905,1.0454,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869411,2023-02-26,Almeria,Barcelona,1,0,H,7.0,4.75,1.44,7.08,5.02,1.46,0.1429,0.2105,0.6944,1.0478,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869412,2023-02-26,Sevilla,Osasuna,2,3,A,1.85,3.25,4.5,1.88,3.53,4.74,0.5405,0.3077,0.2222,1.0705,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869413,2023-02-27,Villarreal,Getafe,2,1,H,1.67,3.6,5.75,1.7,3.68,6.1,0.5988,0.2778,0.1739,1.0505,2022/2023,2,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869414,2023-03-03,Sociedad,Cadiz,0,0,D,1.5,3.9,7.5,1.55,3.98,7.79,0.6667,0.2564,0.1333,1.0564,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869415,2023-03-04,Getafe,Girona,3,2,H,2.75,3.0,2.8,2.84,2.95,2.97,0.3636,0.3333,0.3571,1.0541,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869416,2023-03-04,Almeria,Villarreal,0,2,A,3.5,3.6,2.05,3.56,3.71,2.09,0.2857,0.2778,0.4878,1.0513,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869417,2023-03-04,Mallorca,Elche,0,1,A,1.7,3.4,5.75,1.71,3.43,6.49,0.5882,0.2941,0.1739,1.0563,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869418,2023-03-04,Ath Madrid,Sevilla,6,1,H,1.67,3.6,5.25,1.7,3.75,5.71,0.5988,0.2778,0.1905,1.0671,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869419,2023-03-05,Valladolid,Espanol,2,1,H,2.5,3.2,2.88,2.59,3.24,3.0,0.4,0.3125,0.3472,1.0597,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869420,2023-03-05,Barcelona,Valencia,1,0,H,1.53,4.5,5.75,1.53,4.42,6.57,0.6536,0.2222,0.1739,1.0497,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869421,2023-03-05,Vallecano,Ath Bilbao,0,0,D,2.9,3.1,2.6,3.18,3.08,2.57,0.3448,0.3226,0.3846,1.052,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869422,2023-03-05,Betis,Real Madrid,0,0,D,4.75,3.75,1.73,4.64,3.93,1.79,0.2105,0.2667,0.578,1.0552,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869423,2023-03-06,Osasuna,Celta,0,0,D,2.8,3.0,2.8,2.85,3.07,2.86,0.3571,0.3333,0.3571,1.0476,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869424,2023-03-10,Cadiz,Getafe,2,2,D,2.5,2.88,3.3,2.57,2.87,3.51,0.4,0.3472,0.303,1.0503,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869425,2023-03-11,Real Madrid,Espanol,3,1,H,1.25,6.5,9.5,1.27,6.17,11.72,0.8,0.1538,0.1053,1.0591,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869426,2023-03-11,Elche,Valladolid,1,1,D,2.7,3.3,2.7,2.72,3.35,2.77,0.3704,0.303,0.3704,1.0438,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869427,2023-03-11,Celta,Vallecano,3,0,H,2.1,3.2,4.0,2.13,3.2,4.05,0.4762,0.3125,0.25,1.0387,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869428,2023-03-11,Valencia,Osasuna,1,0,H,2.1,3.2,3.8,2.12,3.24,4.04,0.4762,0.3125,0.2632,1.0518,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869429,2023-03-12,Mallorca,Sociedad,1,1,D,3.5,2.9,2.38,3.68,2.92,2.42,0.2857,0.3448,0.4202,1.0507,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869430,2023-03-12,Sevilla,Almeria,2,1,H,1.73,3.6,5.25,1.77,3.73,5.09,0.578,0.2778,0.1905,1.0463,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869431,2023-03-12,Villarreal,Betis,1,1,D,1.95,3.6,3.8,2.01,3.75,3.79,0.5128,0.2778,0.2632,1.0538,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869432,2023-03-12,Ath Bilbao,Barcelona,0,1,A,3.5,3.3,2.15,3.61,3.42,2.18,0.2857,0.303,0.4651,1.0539,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869433,2023-03-13,Girona,Ath Madrid,0,1,A,3.75,3.4,2.05,3.75,3.4,2.14,0.2667,0.2941,0.4878,1.0486,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869434,2023-03-17,Valladolid,Ath Bilbao,1,3,A,4.2,3.6,1.83,4.46,3.76,1.87,0.2381,0.2778,0.5464,1.0623,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869435,2023-03-18,Almeria,Cadiz,1,1,D,2.0,3.5,3.6,2.1,3.43,3.85,0.5,0.2857,0.2778,1.0635,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869436,2023-03-18,Vallecano,Girona,2,2,D,2.0,3.4,3.8,2.11,3.44,3.79,0.5,0.2941,0.2632,1.0573,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869437,2023-03-18,Espanol,Celta,1,3,A,2.75,3.25,2.55,2.94,3.24,2.64,0.3636,0.3077,0.3922,1.0635,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869438,2023-03-18,Ath Madrid,Valencia,3,0,H,1.55,4.2,5.75,1.56,4.05,7.06,0.6452,0.2381,0.1739,1.0572,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869439,2023-03-19,Betis,Mallorca,1,0,H,1.8,3.2,5.25,1.89,3.31,5.05,0.5556,0.3125,0.1905,1.0585,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869440,2023-03-19,Osasuna,Villarreal,0,3,A,3.0,3.1,2.45,3.2,3.25,2.46,0.3333,0.3226,0.4082,1.0641,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869441,2023-03-19,Sociedad,Elche,2,0,H,1.4,4.75,8.5,1.41,4.67,9.19,0.7143,0.2105,0.1176,1.0425,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869442,2023-03-19,Getafe,Sevilla,2,0,H,2.9,3.1,2.5,3.04,3.07,2.69,0.3448,0.3226,0.4,1.0674,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869443,2023-03-19,Barcelona,Real Madrid,2,1,H,2.15,3.5,3.25,2.25,3.56,3.31,0.4651,0.2857,0.3077,1.0585,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869444,2023-03-31,Mallorca,Osasuna,0,0,D,2.2,2.9,3.9,2.26,2.87,4.21,0.4545,0.3448,0.2564,1.0558,2022/2023,3,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869445,2023-04-01,Girona,Espanol,2,1,H,1.91,3.3,4.33,1.94,3.5,4.38,0.5236,0.303,0.2309,1.0575,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869446,2023-04-01,Ath Bilbao,Getafe,0,0,D,1.57,3.8,6.5,1.63,3.7,6.74,0.6369,0.2632,0.1538,1.0539,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869447,2023-04-01,Cadiz,Sevilla,0,2,A,3.4,3.1,2.3,3.4,3.14,2.41,0.2941,0.3226,0.4348,1.0515,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869448,2023-04-01,Elche,Barcelona,0,4,A,9.5,5.0,1.33,9.78,5.37,1.34,0.1053,0.2,0.7519,1.0571,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869449,2023-04-02,Celta,Almeria,2,2,D,1.55,4.0,6.0,1.58,4.22,6.21,0.6452,0.25,0.1667,1.0618,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869450,2023-04-02,Real Madrid,Valladolid,6,0,H,1.2,7.5,11.0,1.21,7.44,13.47,0.8333,0.1333,0.0909,1.0576,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869451,2023-04-02,Villarreal,Sociedad,2,0,H,2.4,3.1,3.2,2.46,3.23,3.21,0.4167,0.3226,0.3125,1.0517,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869452,2023-04-02,Ath Madrid,Betis,1,0,H,1.53,4.0,6.5,1.54,4.27,6.78,0.6536,0.25,0.1538,1.0574,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869453,2023-04-03,Valencia,Vallecano,1,1,D,2.05,3.2,3.8,2.16,3.23,3.91,0.4878,0.3125,0.2632,1.0635,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869454,2023-04-07,Sevilla,Celta,2,2,D,2.1,3.4,3.5,2.22,3.41,3.58,0.4762,0.2941,0.2857,1.056,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869455,2023-04-08,Osasuna,Elche,2,1,H,1.73,3.6,5.0,1.77,3.57,5.39,0.578,0.2778,0.2,1.0558,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869456,2023-04-08,Espanol,Ath Bilbao,1,2,A,3.5,3.2,2.2,3.59,3.24,2.27,0.2857,0.3125,0.4545,1.0528,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869457,2023-04-08,Sociedad,Getafe,2,0,H,1.7,3.3,6.0,1.71,3.43,6.46,0.5882,0.303,0.1667,1.0579,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869458,2023-04-08,Real Madrid,Villarreal,2,3,A,1.53,4.33,5.75,1.54,4.57,6.15,0.6536,0.2309,0.1739,1.0585,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869459,2023-04-09,Valladolid,Mallorca,3,3,D,2.5,2.9,3.2,2.66,2.83,3.36,0.4,0.3448,0.3125,1.0573,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869460,2023-04-09,Betis,Cadiz,0,2,A,1.62,3.75,5.75,1.68,3.76,5.96,0.6173,0.2667,0.1739,1.0579,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869461,2023-04-09,Almeria,Valencia,2,1,H,3.0,3.3,2.4,3.13,3.38,2.43,0.3333,0.303,0.4167,1.053,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
