sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Temporada,Mes,Anio,source_id,load_timestamp
8589934766,2021-12-19,Getafe,Osasuna,1,0,H,2.4,2.9,3.4,2.53,2.95,3.48,0.4167,0.3448,0.2941,1.0556,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934767,2021-12-19,Real Madrid,Cadiz,0,0,D,1.2,7.5,11.0,1.24,6.82,12.54,0.8333,0.1333,0.0909,1.0576,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934768,2021-12-20,Levante,Valencia,3,4,A,2.7,3.2,2.75,2.79,3.38,2.72,0.3704,0.3125,0.3636,1.0465,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934769,2021-12-21,Villarreal,Alaves,5,2,H,1.33,5.0,9.5,1.37,5.34,9.3,0.7519,0.2,0.1053,1.0571,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934770,2021-12-21,Sevilla,Barcelona,1,1,D,2.5,3.2,2.9,2.61,3.29,2.98,0.4,0.3125,0.3448,1.0573,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934771,2021-12-22,Granada,Ath Madrid,2,1,H,6.0,3.7,1.61,6.81,3.82,1.62,0.1667,0.2703,0.6211,1.0581,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934772,2021-12-22,Ath Bilbao,Real Madrid,1,2,A,3.4,3.5,2.1,3.49,3.59,2.19,0.2941,0.2857,0.4762,1.056,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934773,2021-12-31,Valencia,Espanol,1,2,A,1.8,3.8,4.2,1.81,3.83,4.71,0.5556,0.2632,0.2381,1.0568,2021/2022,12,2021,football-data.co.uk,2026-05-11 11:53:34.057291
8589934774,2022-01-02,Getafe,Real Madrid,1,0,H,5.5,3.75,1.65,5.88,3.71,1.68,0.1818,0.2667,0.6061,1.0545,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934775,2022-01-02,Ath Madrid,Vallecano,2,0,H,1.36,4.5,9.5,1.38,4.72,9.96,0.7353,0.2222,0.1053,1.0628,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934776,2022-01-02,Elche,Granada,0,0,D,2.5,3.1,3.0,2.58,3.09,3.12,0.4,0.3226,0.3333,1.0559,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934777,2022-01-02,Alaves,Sociedad,1,1,D,3.5,3.1,2.25,3.58,3.15,2.29,0.2857,0.3226,0.4444,1.0527,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934778,2022-01-02,Betis,Celta,0,2,A,1.72,3.75,4.75,1.79,3.71,4.83,0.5814,0.2667,0.2105,1.0586,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934779,2022-01-02,Mallorca,Barcelona,0,1,A,3.4,3.4,2.15,3.7,3.33,2.16,0.2941,0.2941,0.4651,1.0534,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934780,2022-01-03,Villarreal,Levante,5,0,H,1.4,5.0,7.0,1.44,5.02,6.97,0.7143,0.2,0.1429,1.0571,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934781,2022-01-03,Osasuna,Ath Bilbao,1,3,A,3.1,3.0,2.5,3.24,2.96,2.59,0.3226,0.3333,0.4,1.0559,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934782,2022-01-03,Cadiz,Sevilla,0,1,A,4.75,3.3,1.85,5.06,3.32,1.86,0.2105,0.303,0.5405,1.0541,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934783,2022-01-08,Levante,Mallorca,2,0,H,2.2,3.25,3.4,2.22,3.3,3.58,0.4545,0.3077,0.2941,1.0564,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934784,2022-01-08,Sociedad,Celta,1,0,H,1.83,3.3,4.75,1.88,3.43,4.68,0.5464,0.303,0.2105,1.06,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934785,2022-01-08,Granada,Barcelona,1,1,D,4.5,3.8,1.75,4.64,3.77,1.8,0.2222,0.2632,0.5714,1.0568,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934786,2022-01-08,Real Madrid,Valencia,4,1,H,1.37,5.0,8.0,1.35,5.35,9.07,0.7299,0.2,0.125,1.0549,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934787,2022-01-09,Vallecano,Betis,1,1,D,2.5,3.4,2.8,2.57,3.51,2.79,0.4,0.2941,0.3571,1.0513,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934788,2022-01-09,Sevilla,Getafe,1,0,H,1.61,3.4,7.5,1.57,3.72,7.56,0.6211,0.2941,0.1333,1.0486,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934789,2022-01-09,Alaves,Ath Bilbao,0,0,D,4.0,3.3,1.95,3.96,3.42,2.04,0.25,0.303,0.5128,1.0659,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934790,2022-01-09,Osasuna,Cadiz,2,0,H,1.75,3.3,5.75,1.75,3.3,6.13,0.5714,0.303,0.1739,1.0484,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934791,2022-01-09,Villarreal,Ath Madrid,2,2,D,2.8,3.2,2.62,2.87,3.2,2.69,0.3571,0.3125,0.3817,1.0513,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934792,2022-01-10,Espanol,Elche,1,2,A,1.9,3.25,4.5,1.88,3.31,4.97,0.5263,0.3077,0.2222,1.0562,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934793,2022-01-16,Elche,Villarreal,1,0,H,4.5,3.6,1.8,4.95,3.79,1.75,0.2222,0.2778,0.5556,1.0556,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934794,2022-01-18,Betis,Alaves,4,0,H,1.45,4.33,7.0,1.48,4.47,7.18,0.6897,0.2309,0.1429,1.0635,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934795,2022-01-18,Cadiz,Espanol,2,2,D,3.25,3.1,2.37,3.27,3.13,2.45,0.3077,0.3226,0.4219,1.0522,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934796,2022-01-19,Celta,Osasuna,2,0,H,1.85,3.5,4.33,1.88,3.42,4.75,0.5405,0.2857,0.2309,1.0572,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934797,2022-01-19,Valencia,Sevilla,1,1,D,3.3,3.25,2.25,3.23,3.17,2.45,0.303,0.3077,0.4444,1.0552,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934798,2022-01-20,Getafe,Granada,4,2,H,2.1,3.2,3.8,2.13,3.15,4.04,0.4762,0.3125,0.2632,1.0518,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934799,2022-01-21,Espanol,Betis,1,4,A,3.25,3.25,2.25,3.21,3.38,2.35,0.3077,0.3077,0.4444,1.0598,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934800,2022-01-22,Levante,Cadiz,0,2,A,1.8,3.5,5.0,1.76,3.77,4.93,0.5556,0.2857,0.2,1.0413,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934801,2022-01-22,Villarreal,Mallorca,3,0,H,1.44,4.33,8.0,1.41,4.84,8.29,0.6944,0.2309,0.125,1.0504,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934802,2022-01-22,Sevilla,Celta,2,2,D,1.75,3.5,5.25,1.79,3.58,5.05,0.5714,0.2857,0.1905,1.0476,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934803,2022-01-22,Ath Madrid,Valencia,3,2,H,1.44,4.2,8.5,1.47,4.28,8.02,0.6944,0.2381,0.1176,1.0502,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934804,2022-01-23,Granada,Osasuna,0,2,A,2.5,3.2,3.0,2.62,3.0,3.14,0.4,0.3125,0.3333,1.0458,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934805,2022-01-23,Real Madrid,Elche,2,2,D,1.16,8.0,15.0,1.15,8.12,21.4,0.8621,0.125,0.0667,1.0537,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934806,2022-01-23,Sociedad,Getafe,0,0,D,1.66,3.5,6.0,1.66,3.42,7.07,0.6024,0.2857,0.1667,1.0548,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934807,2022-01-23,Vallecano,Ath Bilbao,0,1,A,2.75,3.0,2.8,2.96,2.8,2.96,0.3636,0.3333,0.3571,1.0541,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934808,2022-01-23,Alaves,Barcelona,0,1,A,6.0,4.0,1.57,5.85,4.46,1.56,0.1667,0.25,0.6369,1.0536,2021/2022,1,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934809,2022-02-04,Getafe,Levante,3,0,H,1.95,3.1,4.5,2.08,3.11,4.52,0.5128,0.3226,0.2222,1.0576,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934810,2022-02-05,Elche,Alaves,3,1,H,2.37,3.1,3.3,2.49,2.98,3.39,0.4219,0.3226,0.303,1.0476,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934811,2022-02-05,Mallorca,Cadiz,2,1,H,1.83,3.4,4.6,1.81,3.4,5.28,0.5464,0.2941,0.2174,1.058,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934812,2022-02-05,Celta,Vallecano,2,0,H,1.9,3.4,4.33,2.0,3.28,4.34,0.5263,0.2941,0.2309,1.0514,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934813,2022-02-05,Osasuna,Sevilla,0,0,D,3.6,3.2,2.15,3.66,3.04,2.32,0.2778,0.3125,0.4651,1.0554,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934814,2022-02-06,Valencia,Sociedad,0,0,D,2.87,3.2,2.6,2.93,3.27,2.59,0.3484,0.3125,0.3846,1.0455,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934815,2022-02-06,Barcelona,Ath Madrid,4,2,H,2.25,3.4,3.2,2.36,3.35,3.22,0.4444,0.2941,0.3125,1.0511,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934816,2022-02-06,Betis,Villarreal,0,2,A,2.37,3.5,2.9,2.46,3.57,2.88,0.4219,0.2857,0.3448,1.0525,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934817,2022-02-06,Real Madrid,Granada,1,0,H,1.25,6.0,11.0,1.24,6.39,12.64,0.8,0.1667,0.0909,1.0576,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934818,2022-02-07,Ath Bilbao,Espanol,2,1,H,1.6,3.8,6.0,1.64,3.73,6.28,0.625,0.2632,0.1667,1.0548,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934819,2022-02-11,Sevilla,Elche,2,0,H,1.45,4.33,7.5,1.46,4.41,8.95,0.6897,0.2309,0.1333,1.0539,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934820,2022-02-12,Cadiz,Celta,0,0,D,3.8,3.4,2.05,4.12,3.35,2.08,0.2632,0.2941,0.4878,1.0451,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934821,2022-02-12,Villarreal,Real Madrid,0,0,D,2.5,3.5,2.7,2.66,3.55,2.74,0.4,0.2857,0.3704,1.0561,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934822,2022-02-12,Vallecano,Osasuna,0,3,A,2.15,3.25,3.5,2.22,3.22,3.81,0.4651,0.3077,0.2857,1.0585,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934823,2022-02-12,Ath Madrid,Getafe,4,3,H,1.45,4.2,8.0,1.45,4.31,9.71,0.6897,0.2381,0.125,1.0528,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934824,2022-02-13,Alaves,Valencia,2,1,H,2.8,3.2,2.6,2.92,3.33,2.64,0.3571,0.3125,0.3846,1.0543,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934825,2022-02-13,Levante,Betis,2,4,A,3.4,3.6,2.1,3.39,3.87,2.13,0.2941,0.2778,0.4762,1.0481,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934826,2022-02-13,Sociedad,Granada,2,0,H,1.4,4.5,9.0,1.41,4.88,8.84,0.7143,0.2222,0.1111,1.0476,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934827,2022-02-13,Espanol,Barcelona,2,2,D,5.0,3.6,1.75,4.86,3.97,1.76,0.2,0.2778,0.5714,1.0492,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934828,2022-02-14,Mallorca,Ath Bilbao,3,2,H,3.4,3.1,2.3,3.46,3.21,2.38,0.2941,0.3226,0.4348,1.0515,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934829,2022-02-16,Ath Madrid,Levante,0,1,A,1.33,5.25,9.0,1.32,5.48,11.51,0.7519,0.1905,0.1111,1.0535,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934830,2022-02-18,Elche,Vallecano,2,1,H,3.0,3.0,2.62,3.15,2.94,2.74,0.3333,0.3333,0.3817,1.0483,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934831,2022-02-19,Granada,Villarreal,1,4,A,4.0,3.4,1.95,4.32,3.57,1.95,0.25,0.2941,0.5128,1.0569,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934832,2022-02-19,Osasuna,Ath Madrid,0,3,A,3.9,3.25,2.05,3.97,3.36,2.11,0.2564,0.3077,0.4878,1.0519,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934833,2022-02-19,Cadiz,Getafe,1,1,D,3.2,2.9,2.55,3.32,2.95,2.62,0.3125,0.3448,0.3922,1.0495,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934834,2022-02-19,Real Madrid,Alaves,3,0,H,1.22,6.5,12.0,1.21,6.85,16.62,0.8197,0.1538,0.0833,1.0569,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934835,2022-02-20,Espanol,Sevilla,1,1,D,3.4,3.3,2.2,3.67,3.27,2.25,0.2941,0.303,0.4545,1.0517,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934836,2022-02-20,Valencia,Barcelona,1,4,A,3.6,3.5,2.05,3.76,3.86,2.01,0.2778,0.2857,0.4878,1.0513,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934837,2022-02-20,Betis,Mallorca,2,1,H,1.6,4.0,5.75,1.56,4.17,6.81,0.625,0.25,0.1739,1.0489,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934838,2022-02-20,Ath Bilbao,Sociedad,4,0,H,2.37,3.0,3.4,2.52,2.89,3.59,0.4219,0.3333,0.2941,1.0494,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934839,2022-02-21,Celta,Levante,1,1,D,1.6,3.8,6.0,1.63,4.35,5.47,0.625,0.2632,0.1667,1.0548,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934840,2022-02-25,Levante,Elche,3,0,H,2.05,3.4,3.75,2.11,3.28,4.1,0.4878,0.2941,0.2667,1.0486,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934841,2022-02-26,Mallorca,Valencia,0,1,A,2.4,3.1,3.1,2.48,3.17,3.29,0.4167,0.3226,0.3226,1.0618,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934842,2022-02-26,Getafe,Alaves,2,2,D,1.95,3.0,4.75,1.95,3.14,5.2,0.5128,0.3333,0.2105,1.0567,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934843,2022-02-26,Vallecano,Real Madrid,0,1,A,5.0,3.8,1.66,5.33,4.21,1.67,0.2,0.2632,0.6024,1.0656,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934844,2022-02-26,Ath Madrid,Celta,2,0,H,1.61,3.8,6.0,1.65,3.85,6.34,0.6211,0.2632,0.1667,1.0509,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934845,2022-02-27,Villarreal,Espanol,5,1,H,1.5,4.2,7.0,1.5,4.4,7.65,0.6667,0.2381,0.1429,1.0476,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934846,2022-02-27,Sevilla,Betis,2,1,H,2.2,3.25,3.5,2.29,3.22,3.63,0.4545,0.3077,0.2857,1.048,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934847,2022-02-27,Sociedad,Osasuna,1,0,H,1.85,3.4,4.75,1.91,3.27,5.14,0.5405,0.2941,0.2105,1.0452,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934848,2022-02-27,Barcelona,Ath Bilbao,4,0,H,1.6,4.2,5.25,1.57,4.31,6.36,0.625,0.2381,0.1905,1.0536,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934849,2022-02-28,Granada,Cadiz,0,0,D,2.0,3.3,4.0,2.02,3.4,4.27,0.5,0.303,0.25,1.053,2021/2022,2,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934850,2022-03-02,Mallorca,Sociedad,0,2,A,3.4,3.2,2.25,3.61,3.22,2.3,0.2941,0.3125,0.4444,1.0511,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934851,2022-03-04,Alaves,Sevilla,0,0,D,4.5,3.1,1.95,4.74,3.14,2.02,0.2222,0.3226,0.5128,1.0576,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934852,2022-03-05,Osasuna,Villarreal,1,0,H,3.5,3.4,2.1,3.77,3.41,2.15,0.2857,0.2941,0.4762,1.056,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934853,2022-03-05,Espanol,Getafe,2,0,H,2.15,3.0,3.6,2.31,3.09,3.75,0.4651,0.3333,0.2778,1.0762,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934854,2022-03-05,Valencia,Granada,3,1,H,1.75,3.6,4.5,1.79,3.79,4.92,0.5714,0.2778,0.2222,1.0714,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934855,2022-03-05,Real Madrid,Sociedad,4,1,H,1.6,4.2,5.25,1.64,4.21,5.65,0.625,0.2381,0.1905,1.0536,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934856,2022-03-06,Cadiz,Vallecano,2,0,H,2.7,3.1,2.7,2.93,3.06,2.82,0.3704,0.3226,0.3704,1.0633,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934857,2022-03-06,Elche,Barcelona,1,2,A,7.5,4.33,1.4,8.27,4.81,1.43,0.1333,0.2309,0.7143,1.0786,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934858,2022-03-06,Celta,Mallorca,4,3,H,1.75,3.4,5.25,1.76,3.51,5.82,0.5714,0.2941,0.1905,1.056,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934859,2022-03-06,Betis,Ath Madrid,1,3,A,3.0,3.2,2.37,3.28,3.25,2.44,0.3333,0.3125,0.4219,1.0678,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934860,2022-03-07,Ath Bilbao,Levante,3,1,H,1.57,4.0,5.5,1.58,4.19,6.53,0.6369,0.25,0.1818,1.0688,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934861,2022-03-11,Ath Madrid,Cadiz,2,1,H,1.36,4.6,9.5,1.39,4.62,11.13,0.7353,0.2174,0.1053,1.0579,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934862,2022-03-12,Levante,Espanol,1,1,D,2.3,3.3,3.2,2.36,3.5,3.2,0.4348,0.303,0.3125,1.0503,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934863,2022-03-12,Granada,Elche,0,1,A,2.25,3.2,3.4,2.33,3.21,3.56,0.4444,0.3125,0.2941,1.0511,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934864,2022-03-12,Villarreal,Celta,1,0,H,1.65,4.2,4.75,1.68,4.25,5.18,0.6061,0.2381,0.2105,1.0547,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934865,2022-03-12,Getafe,Valencia,0,0,D,2.37,3.2,3.2,2.43,3.1,3.47,0.4219,0.3125,0.3125,1.0469,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934866,2022-03-13,Vallecano,Sevilla,1,1,D,3.4,3.1,2.3,3.44,3.23,2.37,0.2941,0.3226,0.4348,1.0515,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934867,2022-03-13,Betis,Ath Bilbao,1,0,H,2.3,3.3,3.2,2.47,3.21,3.28,0.4348,0.303,0.3125,1.0503,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934868,2022-03-13,Sociedad,Alaves,1,0,H,1.53,4.0,7.0,1.52,4.23,7.68,0.6536,0.25,0.1429,1.0465,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934869,2022-03-13,Barcelona,Osasuna,4,0,H,1.33,4.75,10.0,1.35,5.37,10.09,0.7519,0.2105,0.1,1.0624,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934870,2022-03-14,Mallorca,Real Madrid,0,3,A,6.0,4.0,1.57,6.3,4.39,1.56,0.1667,0.25,0.6369,1.0536,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934871,2022-03-18,Ath Bilbao,Getafe,1,1,D,1.72,3.2,6.0,1.76,3.28,6.56,0.5814,0.3125,0.1667,1.0606,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934872,2022-03-19,Alaves,Granada,2,3,A,2.0,3.3,4.0,2.06,3.32,4.22,0.5,0.303,0.25,1.053,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934873,2022-03-19,Elche,Valencia,0,1,A,2.62,3.25,2.7,2.79,3.18,2.86,0.3817,0.3077,0.3704,1.0597,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934874,2022-03-19,Osasuna,Levante,3,1,H,1.9,3.5,4.2,1.93,3.6,4.41,0.5263,0.2857,0.2381,1.0501,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934875,2022-03-19,Vallecano,Ath Madrid,0,1,A,4.0,3.25,2.0,4.1,3.44,2.05,0.25,0.3077,0.5,1.0577,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934876,2022-03-20,Espanol,Mallorca,1,0,H,2.05,3.5,3.5,2.15,3.48,3.7,0.4878,0.2857,0.2857,1.0592,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934877,2022-03-20,Cadiz,Villarreal,1,0,H,4.75,3.5,1.83,4.94,3.58,1.85,0.2105,0.2857,0.5464,1.0427,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934878,2022-03-20,Celta,Betis,0,0,D,2.2,3.5,3.2,2.22,3.54,3.45,0.4545,0.2857,0.3125,1.0528,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934879,2022-03-20,Sevilla,Sociedad,0,0,D,2.05,3.25,3.8,2.16,3.21,4.01,0.4878,0.3077,0.2632,1.0587,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934880,2022-03-20,Real Madrid,Barcelona,0,4,A,2.15,3.6,3.25,2.2,3.73,3.34,0.4651,0.2778,0.3077,1.0506,2021/2022,3,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934881,2022-04-02,Getafe,Mallorca,1,0,H,2.15,3.0,4.0,2.22,3.05,4.1,0.4651,0.3333,0.25,1.0484,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934882,2022-04-02,Levante,Villarreal,2,0,H,3.8,3.6,1.95,3.89,3.79,1.99,0.2632,0.2778,0.5128,1.0538,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934883,2022-04-02,Celta,Real Madrid,1,2,A,4.0,3.6,1.9,4.19,3.76,1.93,0.25,0.2778,0.5263,1.0541,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934884,2022-04-02,Ath Madrid,Alaves,4,1,H,1.33,4.8,10.0,1.38,4.76,11.11,0.7519,0.2083,0.1,1.0602,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934885,2022-04-03,Ath Bilbao,Elche,2,1,H,1.45,4.2,7.5,1.49,4.47,7.67,0.6897,0.2381,0.1333,1.0611,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934886,2022-04-03,Betis,Osasuna,4,1,H,1.9,3.5,4.0,2.0,3.42,4.34,0.5263,0.2857,0.25,1.062,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934887,2022-04-03,Granada,Vallecano,2,2,D,2.6,3.1,2.9,2.71,3.15,2.99,0.3846,0.3226,0.3448,1.052,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934888,2022-04-03,Valencia,Cadiz,0,0,D,1.85,3.3,4.75,1.92,3.36,4.88,0.5405,0.303,0.2105,1.0541,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934889,2022-04-03,Barcelona,Sevilla,1,0,H,1.45,4.5,7.0,1.47,4.75,7.34,0.6897,0.2222,0.1429,1.0547,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934890,2022-04-04,Sociedad,Espanol,1,0,H,1.6,4.0,5.75,1.58,4.32,6.16,0.625,0.25,0.1739,1.0489,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934891,2022-04-08,Sevilla,Granada,4,2,H,1.5,4.33,7.0,1.48,4.4,8.07,0.6667,0.2309,0.1429,1.0405,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
8589934892,2022-04-09,Cadiz,Betis,1,2,A,3.4,3.2,2.25,3.58,3.25,2.3,0.2941,0.3125,0.4444,1.0511,2021/2022,4,2022,football-data.co.uk,2026-05-11 11:53:34.057291
